MOF,"(x,y)"
gen-mof-5,"(83, -0.35669337956628544)"
gen-mof-5,"(84, -0.3568425622340899)"
gen-mof-5,"(85, -0.35698580544110603)"
gen-mof-5,"(86, -0.35712336816511336)"
gen-mof-5,"(87, -0.3572554953006241)"
gen-mof-5,"(88, -0.3573824187447016)"
gen-mof-5,"(89, -0.3575043583692749)"
gen-mof-5,"(90, -0.3576215228937786)"
gen-mof-5,"(91, -0.3577341106701732)"
gen-mof-5,"(92, -0.3578423103908513)"
gen-mof-5,"(93, -0.35794630172859354)"
gen-mof-5,"(94, -0.35804625591656875)"
gen-mof-5,"(95, -0.35814233627535136)"
gen-mof-5,"(96, -0.3582346986930462)"
gen-mof-5,"(97, -0.3583234920638403)"
gen-mof-5,"(98, -0.35840885868963085)"
gen-mof-5,"(99, -0.3584909346487956)"
gen-mof-6,"(0, 0.02719722402211963)"
gen-mof-6,"(1, 0.013705292774030764)"
gen-mof-6,"(2, 9.733254466864905e-05)"
gen-mof-6,"(3, -0.013585355262789978)"
gen-mof-6,"(4, -0.027299744914390023)"
gen-mof-6,"(5, -0.041001697382971214)"
gen-mof-6,"(6, -0.05464661528337607)"
gen-mof-6,"(7, -0.06819011928098268)"
gen-mof-6,"(8, -0.08158872233911556)"
gen-mof-6,"(9, -0.09480047840922166)"
gen-mof-6,"(10, -0.10778558381425393)"
gen-mof-6,"(11, -0.12050691246222273)"
gen-mof-6,"(12, -0.13293046988046836)"
gen-mof-6,"(13, -0.14502575554013483)"
gen-mof-6,"(14, -0.1567660276753969)"
gen-mof-6,"(15, -0.16812846943763013)"
gen-mof-6,"(16, -0.17909425945356774)"
gen-mof-6,"(17, -0.1896485534438399)"
gen-mof-6,"(18, -0.19978038635430978)"
gen-mof-6,"(19, -0.20948250639310523)"
gen-mof-6,"(20, -0.21875115346353857)"
gen-mof-6,"(21, -0.22758579481075905)"
gen-mof-6,"(22, -0.2359888303739017)"
gen-mof-6,"(23, -0.24396527949517421)"
gen-mof-6,"(24, -0.2515224594288204)"
gen-mof-6,"(25, -0.2586696646555312)"
gen-mof-6,"(26, -0.2654178544647845)"
gen-mof-6,"(27, -0.27177935472023046)"
gen-mof-6,"(28, -0.27776757824942566)"
gen-mof-6,"(29, -0.2833967669535441)"
gen-mof-6,"(30, -0.28868175754893294)"
gen-mof-6,"(31, -0.2936377718468289)"
gen-mof-6,"(32, -0.29828023165269135)"
gen-mof-6,"(33, -0.30262459771485656)"
gen-mof-6,"(34, -0.30668623165916453)"
gen-mof-6,"(35, -0.3104802794934599)"
gen-mof-6,"(36, -0.3140215750331782)"
gen-mof-6,"(37, -0.3173245614662256)"
gen-mof-6,"(38, -0.32040322922264863)"
gen-mof-6,"(39, -0.3232710683244489)"
gen-mof-6,"(40, -0.3259410334477857)"
gen-mof-6,"(41, -0.3284255200203606)"
gen-mof-6,"(42, -0.3307363497899366)"
gen-mof-6,"(43, -0.33288476442670484)"
gen-mof-6,"(44, -0.3348814258554685)"
gen-mof-6,"(45, -0.33673642214794236)"
gen-mof-6,"(46, -0.33845927793677894)"
gen-mof-6,"(47, -0.3400589684384062)"
gen-mof-6,"(48, -0.3415439362894114)"
gen-mof-6,"(49, -0.34292211050988386)"
gen-mof-6,"(50, -0.34420092700623284)"
gen-mof-6,"(51, -0.3453873501153587)"
gen-mof-6,"(52, -0.3464878947718527)"
gen-mof-6,"(53, -0.34750864895052314)"
gen-mof-6,"(54, -0.3484552960985373)"
gen-mof-6,"(55, -0.3493331373254807)"
gen-mof-6,"(56, -0.35014711316632385)"
gen-mof-6,"(57, -0.35090182477239235)"
gen-mof-6,"(58, -0.35160155441961594)"
gen-mof-6,"(59, -0.3522502852522515)"
gen-mof-6,"(60, -0.35285172020458433)"
gen-mof-6,"(61, -0.3534093000633386)"
gen-mof-6,"(62, -0.3539262206502529)"
gen-mof-6,"(63, -0.3544054491179385)"
gen-mof-6,"(64, -0.35484973936317643)"
gen-mof-6,"(65, -0.3552616465706232)"
gen-mof-6,"(66, -0.35564354090679007)"
gen-mof-6,"(67, -0.35599762038945554)"
gen-mof-6,"(68, -0.35632592296161986)"
gen-mof-6,"(69, -0.35663033780192416)"
gen-mof-6,"(70, -0.35691261590535345)"
gen-mof-6,"(71, -0.35717437996915624)"
gen-mof-6,"(72, -0.3574171336194255)"
gen-mof-6,"(73, -0.357642270013772)"
gen-mof-6,"(74, -0.3578510798551315)"
gen-mof-6,"(75, -0.3580447588510259)"
gen-mof-6,"(76, -0.3582244146516478)"
gen-mof-6,"(77, -0.35839107329900677)"
gen-mof-6,"(78, -0.3585456852181099)"
gen-mof-6,"(79, -0.35868913077979936)"
gen-mof-6,"(80, -0.35882222546346854)"
gen-mof-6,"(81, -0.35894572464644264)"
gen-mof-6,"(82, -0.3590603280453789)"
gen-mof-6,"(83, -0.3591666838336145)"
gen-mof-6,"(84, -0.3592653924569979)"
gen-mof-6,"(85, -0.3593570101693794)"
gen-mof-6,"(86, -0.3594420523076237)"
gen-mof-6,"(87, -0.3595209963247441)"
gen-mof-6,"(88, -0.3595942845985501)"
gen-mof-6,"(89, -0.3596623270320497)"
gen-mof-6,"(90, -0.35972550346075505)"
gen-mof-6,"(91, -0.3597841658810035)"
gen-mof-6,"(92, -0.3598386405124356)"
gen-mof-6,"(93, -0.3598892297068492)"
gen-mof-6,"(94, -0.35993621371478307)"
gen-mof-6,"(95, -0.3599798523203797)"
gen-mof-6,"(96, -0.36002038635432)"
gen-mof-6,"(97, -0.3600580390939015)"
gen-mof-6,"(98, -0.3600930175586927)"
gen-mof-6,"(99, -0.36012551370955725)"
gen-mof-7,"(0, 0.20169764841658028)"
gen-mof-7,"(1, 0.19033634849396058)"
gen-mof-7,"(2, 0.17830430224440025)"
gen-mof-7,"(3, 0.16559444861339845)"
gen-mof-7,"(4, 0.1522068306590381)"
gen-mof-7,"(5, 0.138149735570309)"
gen-mof-7,"(6, 0.1234407546316166)"
gen-mof-7,"(7, 0.10810769089794164)"
gen-mof-7,"(8, 0.09218923635459891)"
gen-mof-7,"(9, 0.07573534011121025)"
gen-mof-7,"(10, 0.058807196294868164)"
gen-mof-7,"(11, 0.04147679571504048)"
gen-mof-7,"(12, 0.02382600905312862)"
gen-mof-7,"(13, 0.0059452000369475955)"
gen-mof-7,"(14, -0.01206859774335195)"
gen-mof-7,"(15, -0.030113870675861965)"
gen-mof-7,"(16, -0.04808707930700214)"
gen-mof-7,"(17, -0.06588524960748984)"
gen-mof-7,"(18, -0.08340856027430388)"
gen-mof-7,"(19, -0.10056278437685026)"
gen-mof-7,"(20, -0.11726145632879877)"
gen-mof-7,"(21, -0.13342765942201779)"
gen-mof-7,"(22, -0.1489953617043015)"
gen-mof-7,"(23, -0.16391026459523117)"
gen-mof-7,"(24, -0.17813016491935)"
gen-mof-7,"(25, -0.1916248631389013)"
gen-mof-7,"(26, -0.2043756756982606)"
gen-mof-7,"(27, -0.21637462607020352)"
gen-mof-7,"(28, -0.22762339713184565)"
gen-mof-7,"(29, -0.23813212776256715)"
gen-mof-7,"(30, -0.24791813061686574)"
gen-mof-7,"(31, -0.2570045977762477)"
gen-mof-7,"(32, -0.2654193483183801)"
gen-mof-7,"(33, -0.27319365841407117)"
gen-mof-7,"(34, -0.28036120165937756)"
gen-mof-7,"(35, -0.2869571158478403)"
gen-mof-7,"(36, -0.2930172027801691)"
gen-mof-7,"(37, -0.29857726017330033)"
gen-mof-7,"(38, -0.3036725392125317)"
gen-mof-7,"(39, -0.30833731758342864)"
gen-mof-7,"(40, -0.31260457563796895)"
gen-mof-7,"(41, -0.31650576237886885)"
gen-mof-7,"(42, -0.32007063788473755)"
gen-mof-7,"(43, -0.32332717937707267)"
gen-mof-7,"(44, -0.3263015391224312)"
gen-mof-7,"(45, -0.3290180435901242)"
gen-mof-7,"(46, -0.3314992246121843)"
gen-mof-7,"(47, -0.33376587462119645)"
gen-mof-7,"(48, -0.3358371193077481)"
gen-mof-7,"(49, -0.3377305022026412)"
gen-mof-7,"(50, -0.3394620767283172)"
gen-mof-7,"(51, -0.3410465021715262)"
gen-mof-7,"(52, -0.3424971408066687)"
gen-mof-7,"(53, -0.343826154053991)"
gen-mof-7,"(54, -0.3450445960998705)"
gen-mof-7,"(55, -0.3461625038503667)"
gen-mof-7,"(56, -0.3471889824470097)"
gen-mof-7,"(57, -0.3481322858580498)"
gen-mof-7,"(58, -0.3489998922807148)"
gen-mof-7,"(59, -0.3497985742609713)"
gen-mof-7,"(60, -0.3505344635660619)"
gen-mof-7,"(61, -0.3512131109396931)"
gen-mof-7,"(62, -0.3518395409369488)"
gen-mof-7,"(63, -0.3524183020815125)"
gen-mof-7,"(64, -0.35295351261628455)"
gen-mof-7,"(65, -0.3534489021339119)"
gen-mof-7,"(66, -0.35390784937919334)"
gen-mof-7,"(67, -0.35433341651338535)"
gen-mof-7,"(68, -0.3547283801230865)"
gen-mof-7,"(69, -0.35509525924526353)"
gen-mof-7,"(70, -0.35543634066632224)"
gen-mof-7,"(71, -0.3557537017379147)"
gen-mof-7,"(72, -0.3560492309361333)"
gen-mof-7,"(73, -0.3563246463744414)"
gen-mof-7,"(74, -0.35658151246453107)"
gen-mof-7,"(75, -0.3568212549035836)"
gen-mof-7,"(76, -0.35704517415134046)"
gen-mof-7,"(77, -0.35725445754609836)"
gen-mof-7,"(78, -0.3574501901953283)"
gen-mof-7,"(79, -0.35763336476408997)"
gen-mof-7,"(80, -0.3578048902728107)"
gen-mof-7,"(81, -0.35796560000530286)"
gen-mof-7,"(82, -0.3581162586180618)"
gen-mof-7,"(83, -0.35825756853291)"
gen-mof-7,"(84, -0.3583901756868529)"
gen-mof-7,"(85, -0.35851467470557163)"
gen-mof-7,"(86, -0.35863161356022066)"
gen-mof-7,"(87, -0.35874149776108244)"
gen-mof-7,"(88, -0.3588447941361178)"
gen-mof-7,"(89, -0.35894193423745935)"
gen-mof-7,"(90, -0.35903331741442246)"
gen-mof-7,"(91, -0.35911931358756505)"
gen-mof-7,"(92, -0.35920026575470954)"
gen-mof-7,"(93, -0.3592764922565852)"
gen-mof-7,"(94, -0.35934828882683656)"
gen-mof-7,"(95, -0.3594159304485219)"
gen-mof-7,"(96, -0.3594796730368995)"
gen-mof-7,"(97, -0.35953975496619345)"
gen-mof-7,"(98, -0.3595963984561625)"
gen-mof-7,"(99, -0.3596498108326255)"
gen-mof-8,"(0, 0.19844097103516498)"
gen-mof-8,"(1, 0.1908556150758811)"
gen-mof-8,"(2, 0.18281785001159967)"
gen-mof-8,"(3, 0.17430812093340384)"
gen-mof-8,"(4, 0.16530900229385648)"
gen-mof-8,"(5, 0.1558058547083409)"
gen-mof-8,"(6, 0.145787525769346)"
gen-mof-8,"(7, 0.13524707704595754)"
gen-mof-8,"(8, 0.12418251393904445)"
gen-mof-8,"(9, 0.11259748971962516)"
gen-mof-8,"(10, 0.10050195039500688)"
gen-mof-8,"(11, 0.08791268360810786)"
gen-mof-8,"(12, 0.07485373319734362)"
gen-mof-8,"(13, 0.0613566419086676)"
gen-mof-8,"(14, 0.047460488515464694)"
gen-mof-8,"(15, 0.03321169250641054)"
gen-mof-8,"(16, 0.01866356948418202)"
gen-mof-8,"(17, 0.003875633056397404)"
gen-mof-8,"(18, -0.011087346502644257)"
gen-mof-8,"(19, -0.026156501312514763)"
gen-mof-8,"(20, -0.0412602025565926)"
gen-mof-8,"(21, -0.05632552208776999)"
gen-mof-8,"(22, -0.07127975708672317)"
gen-mof-8,"(23, -0.08605195103409939)"
gen-mof-8,"(24, -0.10057434430656005)"
gen-mof-8,"(25, -0.11478369267018305)"
gen-mof-8,"(26, -0.12862240129191221)"
gen-mof-8,"(27, -0.14203943462649943)"
gen-mof-8,"(28, -0.15499097735309178)"
gen-mof-8,"(29, -0.16744083699269188)"
gen-mof-8,"(30, -0.17936059355560832)"
gen-mof-8,"(31, -0.19072951438927488)"
gen-mof-8,"(32, -0.20153426249711182)"
gen-mof-8,"(33, -0.2117684335365399)"
gen-mof-8,"(34, -0.22143196040914123)"
gen-mof-8,"(35, -0.23053042507336324)"
gen-mof-8,"(36, -0.23907431541322532)"
gen-mof-8,"(37, -0.24707826128925608)"
gen-mof-8,"(38, -0.25456027892418176)"
gen-mof-8,"(39, -0.261541047145017)"
gen-mof-8,"(40, -0.26804323323841855)"
gen-mof-8,"(41, -0.27409088068624365)"
gen-mof-8,"(42, -0.2797088661194571)"
gen-mof-8,"(43, -0.28492242863170625)"
gen-mof-8,"(44, -0.28975677120158505)"
gen-mof-8,"(45, -0.29423673138075057)"
gen-mof-8,"(46, -0.29838651655559456)"
gen-mof-8,"(47, -0.3022294978916106)"
gen-mof-8,"(48, -0.30578805641418716)"
gen-mof-8,"(49, -0.3090834744562982)"
gen-mof-8,"(50, -0.31213586580732666)"
gen-mof-8,"(51, -0.31496413823429814)"
gen-mof-8,"(52, -0.31758598253767023)"
gen-mof-8,"(53, -0.320017882884043)"
gen-mof-8,"(54, -0.32227514377759536)"
gen-mof-8,"(55, -0.3243719296535413)"
gen-mof-8,"(56, -0.3263213136741855)"
gen-mof-8,"(57, -0.32813533286408775)"
gen-mof-8,"(58, -0.3298250472252818)"
gen-mof-8,"(59, -0.33140060092172974)"
gen-mof-8,"(60, -0.3328712840133704)"
gen-mof-8,"(61, -0.33424559355612704)"
gen-mof-8,"(62, -0.3355312931686628)"
gen-mof-8,"(63, -0.3367354704041554)"
gen-mof-8,"(64, -0.33786459146098025)"
gen-mof-8,"(65, -0.33892455292516976)"
gen-mof-8,"(66, -0.33992073036485615)"
gen-mof-8,"(67, -0.3408580236973194)"
gen-mof-8,"(68, -0.34174089932704643)"
gen-mof-8,"(69, -0.34257342911215005)"
gen-mof-8,"(70, -0.34335932625997545)"
gen-mof-8,"(71, -0.34410197828360123)"
gen-mof-8,"(72, -0.3448044771717179)"
gen-mof-8,"(73, -0.34546964693710513)"
gen-mof-8,"(74, -0.3461000687153761)"
gen-mof-8,"(75, -0.34669810358726505)"
gen-mof-8,"(76, -0.3472659132956825)"
gen-mof-8,"(77, -0.3478054790239926)"
gen-mof-8,"(78, -0.3483186183952992)"
gen-mof-8,"(79, -0.34880700084452554)"
gen-mof-8,"(80, -0.3492721615062696)"
gen-mof-8,"(81, -0.34971551375216003)"
gen-mof-8,"(82, -0.35013836050203684)"
gen-mof-8,"(83, -0.3505419044239474)"
gen-mof-8,"(84, -0.3509272571288424)"
gen-mof-8,"(85, -0.3512954474571086)"
gen-mof-8,"(86, -0.35164742894573486)"
gen-mof-8,"(87, -0.3519840865570539)"
gen-mof-8,"(88, -0.352306242742658)"
gen-mof-8,"(89, -0.3526146629092378)"
gen-mof-8,"(90, -0.35291006034677597)"
gen-mof-8,"(91, -0.35319310067369575)"
gen-mof-8,"(92, -0.3534644058482266)"
gen-mof-8,"(93, -0.35372455779036427)"
gen-mof-8,"(94, -0.3539741016543489)"
gen-mof-8,"(95, -0.3542135487875481)"
gen-mof-8,"(96, -0.35444337940796145)"
gen-mof-8,"(97, -0.3546640450292466)"
gen-mof-8,"(98, -0.35487597065917575)"
gen-mof-8,"(99, -0.3550795567947318)"
gen-mof-9,"(0, -0.05106918897733137)"
gen-mof-9,"(1, -0.06552535994827219)"
gen-mof-9,"(2, -0.07984810283000943)"
gen-mof-9,"(3, -0.0939735824844703)"
gen-mof-9,"(4, -0.1078414156147184)"
gen-mof-9,"(5, -0.12139574892079014)"
gen-mof-9,"(6, -0.13458616116891597)"
gen-mof-9,"(7, -0.14736836215340257)"
gen-mof-9,"(8, -0.1597046740353753)"
gen-mof-9,"(9, -0.17156429299001177)"
gen-mof-9,"(10, -0.1829233404803873)"
gen-mof-9,"(11, -0.1937647230157095)"
gen-mof-9,"(12, -0.2040778264365042)"
gen-mof-9,"(13, -0.21385807538407833)"
gen-mof-9,"(14, -0.22310639070899582)"
gen-mof-9,"(15, -0.23182857742020377)"
gen-mof-9,"(16, -0.2400346737845671)"
gen-mof-9,"(17, -0.24773828884110805)"
gen-mof-9,"(18, -0.2549559513900159)"
gen-mof-9,"(19, -0.26170648890834464)"
gen-mof-9,"(20, -0.2680104502144322)"
gen-mof-9,"(21, -0.27388958134450514)"
gen-mof-9,"(22, -0.27936636021889016)"
gen-mof-9,"(23, -0.28446359237837837)"
gen-mof-9,"(24, -0.2892040674091518)"
gen-mof-9,"(25, -0.29361027363799563)"
gen-mof-9,"(26, -0.2977041672205761)"
gen-mof-9,"(27, -0.3015069907930193)"
gen-mof-9,"(28, -0.3050391363281632)"
gen-mof-9,"(29, -0.30832004664786944)"
gen-mof-9,"(30, -0.3113681501113339)"
gen-mof-9,"(31, -0.3142008232545187)"
gen-mof-9,"(32, -0.31683437653634056)"
gen-mof-9,"(33, -0.31928405880290484)"
gen-mof-9,"(34, -0.32156407657245006)"
gen-mof-9,"(35, -0.3236876247410859)"
gen-mof-9,"(36, -0.325666925791571)"
gen-mof-9,"(37, -0.32751327503992533)"
gen-mof-9,"(38, -0.329237089868813)"
gen-mof-9,"(39, -0.33084796126780525)"
gen-mof-9,"(40, -0.3323547063274425)"
gen-mof-9,"(41, -0.3337654206173331)"
gen-mof-9,"(42, -0.3350875296206447)"
gen-mof-9,"(43, -0.3363278386015879)"
gen-mof-9,"(44, -0.33749258045253816)"
gen-mof-9,"(45, -0.3385874612072959)"
gen-mof-9,"(46, -0.3396177030204381)"
gen-mof-9,"(47, -0.34058808450351896)"
gen-mof-9,"(48, -0.3415029783803931)"
gen-mof-9,"(49, -0.342366386479256)"
gen-mof-9,"(50, -0.34318197212083024)"
gen-mof-9,"(51, -0.3439530899928953)"
gen-mof-9,"(52, -0.34468281362305975)"
gen-mof-9,"(53, -0.34537396057614334)"
gen-mof-9,"(54, -0.34602911551119075)"
gen-mof-9,"(55, -0.3466506512372621)"
gen-mof-9,"(56, -0.3472407479077563)"
gen-mof-9,"(57, -0.347801410490984)"
gen-mof-9,"(58, -0.34833448465068634)"
gen-mof-9,"(59, -0.3488416711647828)"
gen-mof-9,"(60, -0.34932453900426363)"
gen-mof-9,"(61, -0.34978453718715574)"
gen-mof-9,"(62, -0.3502230055152085)"
gen-mof-9,"(63, -0.3506411842935344)"
gen-mof-9,"(64, -0.35104022312609084)"
gen-mof-9,"(65, -0.35142118887272417)"
gen-mof-9,"(66, -0.35178507284658456)"
gen-mof-9,"(67, -0.35213279732413594)"
gen-mof-9,"(68, -0.35246522143377)"
gen-mof-9,"(69, -0.3527831464831921)"
gen-mof-9,"(70, -0.35308732078030997)"
gen-mof-9,"(71, -0.35337844399730767)"
gen-mof-9,"(72, -0.3536571711229294)"
gen-mof-9,"(73, -0.3539241160437112)"
gen-mof-9,"(74, -0.35417985479096975)"
gen-mof-9,"(75, -0.35442492848676865)"
gen-mof-9,"(76, -0.3546598460188106)"
gen-mof-9,"(77, -0.35488508647122774)"
gen-mof-9,"(78, -0.3551011013355436)"
gen-mof-9,"(79, -0.3553083165236356)"
gen-mof-9,"(80, -0.3555071342023157)"
gen-mof-9,"(81, -0.35569793446715336)"
gen-mof-9,"(82, -0.3558810768713591)"
gen-mof-9,"(83, -0.35605690182393956)"
gen-mof-9,"(84, -0.3562257318698647)"
gen-mof-9,"(85, -0.35638787286368284)"
gen-mof-9,"(86, -0.35654361504684845)"
gen-mof-9,"(87, -0.3566932340379667)"
gen-mof-9,"(88, -0.3568369917442115)"
gen-mof-9,"(89, -0.3569751372013333)"
gen-mof-9,"(90, -0.3571079073489089)"
gen-mof-9,"(91, -0.3572355277468045)"
gen-mof-9,"(92, -0.35735821323822087)"
gen-mof-9,"(93, -0.35747616856413744)"
gen-mof-9,"(94, -0.3575895889334927)"
gen-mof-9,"(95, -0.3576986605529974)"
gen-mof-9,"(96, -0.3578035611200933)"
gen-mof-9,"(97, -0.3579044602822119)"
gen-mof-9,"(98, -0.3580015200651863)"
gen-mof-9,"(99, -0.35809489527338934)"
